segment_id,zone,latitude,longitude,line_age_years,conductor_material,span_length_m,visual_condition_score,vegetation_proximity_score,past_fault_count,months_since_last_inspection,average_load_percentage,overload_hours_last_month,max_wind_speed_kmph,heavy_rainfall_days,failure_within_30_days,risk_score,risk_level,recommendation,priority_rank
LT-0617,West,12.995752,79.903883,12,ACSR,53.0,2,4,1,25,90.2,44.4,62.5,3,0,41.2,Medium,Include in the next scheduled inspection,896
LT-0974,Central,12.869064,80.111801,14,AAC,19.5,1,4,1,26,62.1,56.3,58.4,1,0,41.2,Medium,Include in the next scheduled inspection,897
LT-0754,East,12.908949,80.22142,22,AAC,22.0,4,9,1,26,86.0,9.8,13.5,4,0,41.2,Medium,Include in the next scheduled inspection,898
LT-1185,North,13.124281,80.156082,25,Copper,58.6,2,1,1,28,74.7,8.7,49.9,6,1,41.1,Medium,Include in the next scheduled inspection,899
LT-1507,West,12.996417,79.922362,29,ACSR,32.5,8,5,0,7,45.5,25.9,25.5,7,0,41.1,Medium,Include in the next scheduled inspection,900
LT-1399,East,12.902823,80.282276,22,ACSR,38.9,1,9,1,28,121.4,21.1,10.7,4,1,41.0,Medium,Include in the next scheduled inspection,901
LT-0951,East,12.829847,80.174718,11,AAC,15.0,4,10,1,31,63.9,16.3,48.0,3,0,41.0,Medium,Include in the next scheduled inspection,902
LT-1740,West,12.975122,79.904088,16,AAC,58.4,3,7,0,28,87.4,19.5,47.2,5,0,41.0,Medium,Include in the next scheduled inspection,903
LT-0095,South,12.728095,80.028984,17,AAC,33.0,2,9,1,15,85.3,13.7,62.0,2,0,40.9,Medium,Include in the next scheduled inspection,904
LT-0716,South,12.731471,80.033811,12,AAC,30.2,6,4,1,9,73.1,19.9,68.5,5,1,40.9,Medium,Include in the next scheduled inspection,905
LT-1209,South,12.664002,80.03288,30,ACSR,56.7,2,0,2,17,85.2,12.6,64.0,2,0,40.8,Medium,Include in the next scheduled inspection,906
LT-1758,Central,12.922486,80.079075,19,AAC,27.0,2,3,1,19,71.5,17.5,44.9,6,0,40.8,Medium,Include in the next scheduled inspection,907
LT-0264,North,13.080514,80.193558,8,AAC,48.1,1,9,0,24,119.4,39.1,34.1,6,0,40.8,Medium,Include in the next scheduled inspection,908
LT-0280,Central,12.893811,80.100235,22,ACSR,41.7,2,4,2,29,91.2,22.2,33.5,1,0,40.8,Medium,Include in the next scheduled inspection,909
LT-0973,North,13.035745,80.210102,11,ACSR,34.2,10,6,1,13,71.4,7.4,44.3,6,0,40.7,Medium,Include in the next scheduled inspection,910
LT-0106,West,12.989438,79.914968,11,Copper,28.6,9,4,2,22,78.1,18.4,59.7,2,1,40.7,Medium,Include in the next scheduled inspection,911
LT-1151,North,13.080701,80.147799,4,AAC,40.2,9,10,0,29,73.0,6.7,32.6,6,0,40.7,Medium,Include in the next scheduled inspection,912
LT-0255,South,12.782201,80.00933,16,ACSR,36.5,5,1,1,34,56.6,16.3,37.7,5,0,40.7,Medium,Include in the next scheduled inspection,913
LT-0358,West,12.957128,79.851708,19,AAC,37.9,9,4,0,17,57.6,16.1,47.5,6,0,40.7,Medium,Include in the next scheduled inspection,914
LT-0963,North,13.041989,80.099141,8,AAC,21.5,10,8,1,30,35.6,3.3,63.1,0,0,40.6,Medium,Include in the next scheduled inspection,915
LT-1103,West,12.908857,79.896927,13,AAC,45.8,7,8,1,1,61.5,56.1,56.5,5,0,40.6,Medium,Include in the next scheduled inspection,916
LT-1732,North,13.083133,80.192454,25,Copper,26.8,6,6,0,33,63.4,15.4,39.1,1,0,40.6,Medium,Include in the next scheduled inspection,917
LT-1753,Central,12.873718,80.104957,20,ACSR,23.0,4,1,2,22,62.9,32.8,27.2,5,0,40.6,Medium,Include in the next scheduled inspection,918
LT-0278,East,12.933981,80.260088,23,Copper,23.2,8,0,1,31,63.2,13.6,20.1,7,0,40.5,Medium,Include in the next scheduled inspection,919
LT-0598,West,12.898519,79.906017,17,Copper,27.8,5,8,4,28,39.8,8.8,21.0,4,1,40.4,Medium,Include in the next scheduled inspection,920
LT-0857,West,12.926272,79.903679,20,ACSR,33.5,10,3,0,25,88.0,27.4,33.3,3,1,40.2,Medium,Include in the next scheduled inspection,921
LT-0272,North,13.087189,80.168235,3,AAC,37.5,5,2,1,20,81.0,40.6,72.9,4,0,40.2,Medium,Include in the next scheduled inspection,922
LT-0599,Central,12.833475,80.06041,5,AAC,42.1,10,5,1,6,77.3,57.3,62.5,4,1,40.1,Medium,Include in the next scheduled inspection,923
LT-1276,South,12.676967,79.981937,13,ACSR,19.6,5,7,2,16,93.3,5.5,27.7,7,0,40.1,Medium,Include in the next scheduled inspection,924
LT-1001,North,13.091604,80.176183,22,AAC,42.4,7,10,2,1,69.8,14.4,41.4,1,0,40.1,Medium,Include in the next scheduled inspection,925
LT-0552,North,13.125186,80.211407,2,ACSR,26.3,8,0,0,35,109.1,56.8,43.3,2,0,40.1,Medium,Include in the next scheduled inspection,926
LT-0671,North,13.05981,80.228255,11,AAC,31.3,8,8,0,20,49.8,37.1,37.6,4,0,40.1,Medium,Include in the next scheduled inspection,927
LT-1672,West,13.0057,79.94285,22,ACSR,36.3,7,10,0,9,66.1,1.9,50.9,4,0,40.0,Medium,Include in the next scheduled inspection,928
LT-1408,North,13.05743,80.137264,10,ACSR,25.4,10,9,2,15,58.9,15.0,26.5,4,0,40.0,Medium,Include in the next scheduled inspection,929
LT-1340,South,12.766497,80.041513,10,AAC,36.6,9,4,2,11,72.5,30.7,38.9,4,0,39.9,Medium,Include in the next scheduled inspection,930
LT-0719,West,12.941277,79.916459,23,ACSR,30.2,5,8,4,5,50.5,13.2,33.1,2,0,39.9,Medium,Include in the next scheduled inspection,931
LT-0667,Central,12.894749,80.038263,15,Copper,23.7,3,7,3,16,89.4,1.4,45.3,5,0,39.9,Medium,Include in the next scheduled inspection,932
LT-1508,East,12.912834,80.199665,24,Copper,53.5,2,0,4,14,89.8,45.5,50.1,2,0,39.8,Medium,Include in the next scheduled inspection,933
LT-0011,South,12.749474,79.978338,23,ACSR,38.3,2,4,0,23,83.7,31.2,51.6,3,0,39.8,Medium,Include in the next scheduled inspection,934
LT-0831,West,12.989356,79.951385,34,ACSR,42.5,3,1,0,16,80.6,10.3,45.1,5,0,39.8,Medium,Include in the next scheduled inspection,935
LT-0385,South,12.708374,80.009348,21,ACSR,33.3,1,8,0,27,68.5,22.3,43.6,4,0,39.8,Medium,Include in the next scheduled inspection,936
LT-1244,North,13.123716,80.160884,34,Copper,15.0,8,4,1,16,79.4,13.8,18.3,1,0,39.7,Medium,Include in the next scheduled inspection,937
LT-0108,South,12.730146,80.014091,22,ACSR,29.7,2,6,0,7,93.3,62.5,36.2,5,0,39.7,Medium,Include in the next scheduled inspection,938
LT-0801,West,12.969385,79.917309,13,AAC,19.3,7,4,1,24,76.8,6.3,33.4,6,0,39.7,Medium,Include in the next scheduled inspection,939
LT-1476,East,12.892365,80.253822,8,ACSR,53.4,10,1,1,29,54.3,25.4,52.0,6,0,39.7,Medium,Include in the next scheduled inspection,940
LT-1376,North,13.081814,80.2206,15,ACSR,19.0,7,1,2,17,43.0,4.5,57.8,4,0,39.6,Medium,Include in the next scheduled inspection,941
LT-1779,South,12.67325,79.982895,12,AAC,39.1,3,5,3,14,84.0,50.9,44.9,2,0,39.5,Medium,Include in the next scheduled inspection,942
LT-0568,North,12.996581,80.18614,22,Copper,44.2,9,1,2,29,60.2,8.4,33.0,4,1,39.5,Medium,Include in the next scheduled inspection,943
LT-0566,West,12.979909,79.895001,13,Copper,24.6,6,1,1,24,71.8,29.5,63.9,5,0,39.5,Medium,Include in the next scheduled inspection,944
LT-0218,North,13.033088,80.198167,21,AAC,35.8,4,10,0,23,77.4,7.6,28.7,4,0,39.5,Medium,Include in the next scheduled inspection,945
LT-1647,South,12.756815,79.978413,16,ACSR,27.2,1,9,1,26,72.8,9.1,42.1,4,0,39.4,Medium,Include in the next scheduled inspection,946
LT-1411,Central,12.888312,80.041177,28,ACSR,26.5,1,4,1,16,99.1,22.3,32.8,4,0,39.3,Medium,Include in the next scheduled inspection,947
LT-1463,South,12.755064,80.050919,10,ACSR,55.8,10,10,2,16,105.3,34.7,23.2,0,0,39.3,Medium,Include in the next scheduled inspection,948
LT-0117,West,12.898197,79.862359,1,Copper,42.1,7,9,3,34,101.8,55.9,14.3,3,0,39.3,Medium,Include in the next scheduled inspection,949
LT-1619,Central,12.888711,80.073394,34,AAC,50.7,1,5,1,2,107.7,33.8,30.1,4,0,39.2,Medium,Include in the next scheduled inspection,950
LT-0147,South,12.715449,79.992658,20,AAC,24.5,2,4,1,33,56.2,12.5,48.4,2,0,39.1,Medium,Include in the next scheduled inspection,951
LT-0395,North,13.105602,80.243435,19,AAC,32.9,3,0,1,5,96.9,37.7,41.4,7,0,39.1,Medium,Include in the next scheduled inspection,952
LT-0979,East,12.915903,80.222822,17,Copper,38.6,1,0,2,34,63.8,43.7,47.7,5,0,39.0,Medium,Include in the next scheduled inspection,953
LT-0481,East,12.926843,80.209384,35,ACSR,39.1,2,2,0,7,89.5,41.5,40.0,5,0,38.9,Medium,Include in the next scheduled inspection,954
LT-0013,West,13.038335,79.95978,18,ACSR,47.2,2,6,1,30,91.7,7.8,26.1,5,0,38.9,Medium,Include in the next scheduled inspection,955
LT-0574,West,12.908426,79.965601,29,ACSR,37.1,2,7,1,11,71.8,11.6,60.1,2,1,38.9,Medium,Include in the next scheduled inspection,956
LT-1371,North,13.094451,80.171302,1,AAC,31.4,6,3,3,18,89.5,7.4,59.0,4,0,38.8,Medium,Include in the next scheduled inspection,957
LT-0500,East,12.94162,80.240304,32,ACSR,16.8,7,0,1,12,88.4,17.1,10.0,6,1,38.8,Medium,Include in the next scheduled inspection,958
LT-0110,Central,12.902684,80.080334,13,AAC,52.8,8,3,2,23,71.2,14.6,22.3,6,0,38.8,Medium,Include in the next scheduled inspection,959
LT-0609,West,12.991803,79.940645,28,Copper,36.5,6,3,2,2,91.0,13.1,57.5,3,0,38.7,Medium,Include in the next scheduled inspection,960
LT-0145,East,12.967496,80.178796,31,ACSR,41.4,6,5,0,11,68.8,20.2,45.3,3,0,38.6,Medium,Include in the next scheduled inspection,961
LT-0374,South,12.72343,79.983031,22,Copper,29.9,3,4,1,18,93.7,23.2,53.3,4,0,38.6,Medium,Include in the next scheduled inspection,962
LT-0840,East,12.973326,80.212309,28,AAC,41.8,4,6,2,8,78.9,23.2,18.0,4,0,38.6,Medium,Include in the next scheduled inspection,963
LT-0991,West,12.923555,79.973499,1,ACSR,39.6,7,7,2,34,66.4,25.0,37.0,4,1,38.6,Medium,Include in the next scheduled inspection,964
LT-1767,Central,12.854504,80.050583,9,ACSR,27.0,10,6,1,13,87.4,8.4,70.3,2,0,38.5,Medium,Include in the next scheduled inspection,965
LT-1595,Central,12.924711,80.077083,25,Copper,40.7,2,1,1,33,85.3,12.4,41.9,4,0,38.5,Medium,Include in the next scheduled inspection,966
LT-1649,Central,12.866333,80.071777,3,ACSR,23.9,7,2,4,15,69.8,11.5,45.7,6,1,38.5,Medium,Include in the next scheduled inspection,967
LT-0293,Central,12.870697,80.051619,9,AAC,31.3,5,9,1,24,72.1,26.6,29.7,5,0,38.5,Medium,Include in the next scheduled inspection,968
LT-1700,West,12.948271,79.947051,17,ACSR,46.9,5,4,2,24,86.3,2.2,60.9,1,0,38.4,Medium,Include in the next scheduled inspection,969
LT-1628,South,12.717428,79.982297,23,ACSR,37.3,4,9,0,18,83.0,16.2,35.5,4,0,38.4,Medium,Include in the next scheduled inspection,970
LT-1546,South,12.75288,80.056482,23,ACSR,51.1,10,2,1,15,74.0,9.7,20.4,6,0,38.4,Medium,Include in the next scheduled inspection,971
LT-0544,Central,12.892842,80.099773,22,Copper,36.9,9,7,0,2,90.3,6.6,55.7,6,0,38.3,Medium,Include in the next scheduled inspection,972
LT-1172,West,12.892735,79.94137,5,Copper,46.1,4,5,1,27,91.7,16.6,73.5,7,0,38.3,Medium,Include in the next scheduled inspection,973
LT-1335,Central,12.886723,80.028647,11,ACSR,56.7,8,10,1,4,81.9,41.9,68.2,1,0,38.3,Medium,Include in the next scheduled inspection,974
LT-1749,East,12.987684,80.273138,4,ACSR,30.1,8,10,1,29,89.4,3.6,16.7,6,0,38.3,Medium,Include in the next scheduled inspection,975
LT-1386,North,13.072036,80.150745,25,ACSR,39.0,2,8,2,2,74.3,11.9,45.1,4,0,38.2,Medium,Include in the next scheduled inspection,976
LT-0738,South,12.758173,80.022617,1,AAC,28.4,2,2,3,13,112.2,77.1,50.0,2,0,38.1,Medium,Include in the next scheduled inspection,977
LT-0332,South,12.697973,80.010826,7,ACSR,33.6,6,8,1,36,76.7,15.0,29.1,4,0,38.0,Medium,Include in the next scheduled inspection,978
LT-0497,East,12.846656,80.191044,5,AAC,33.8,6,4,2,22,109.5,80.3,36.3,1,0,38.0,Medium,Include in the next scheduled inspection,979
LT-0814,West,13.019555,79.875585,34,Copper,31.5,8,0,2,9,67.6,5.2,35.2,4,0,38.0,Medium,Include in the next scheduled inspection,980
LT-1460,South,12.673908,79.987312,21,ACSR,26.1,4,4,2,18,81.2,32.5,35.5,2,0,37.8,Medium,Include in the next scheduled inspection,981
LT-0627,West,12.921905,80.012454,22,AAC,33.7,5,5,1,16,61.5,4.2,30.0,7,0,37.8,Medium,Include in the next scheduled inspection,982
LT-0056,West,12.949583,79.90972,19,ACSR,38.6,10,5,0,27,53.4,8.8,49.7,2,0,37.8,Medium,Include in the next scheduled inspection,983
LT-0435,North,13.047412,80.123806,2,AAC,34.5,6,3,0,32,54.7,7.0,77.7,6,0,37.7,Medium,Include in the next scheduled inspection,984
LT-1393,North,13.08837,80.189547,1,AAC,37.7,7,3,2,24,71.7,13.8,52.8,5,0,37.7,Medium,Include in the next scheduled inspection,985
LT-0381,East,12.959621,80.22644,9,AAC,39.5,5,8,2,13,81.2,29.7,54.9,2,0,37.7,Medium,Include in the next scheduled inspection,986
LT-1370,South,12.718506,80.061859,13,ACSR,29.9,6,1,2,36,47.3,26.8,22.9,4,0,37.7,Medium,Include in the next scheduled inspection,987
LT-1358,East,12.940055,80.251889,12,ACSR,35.1,9,0,1,10,71.4,26.0,70.3,5,0,37.7,Medium,Include in the next scheduled inspection,988
LT-0099,North,13.055782,80.172178,30,Copper,39.6,7,0,0,6,96.4,25.6,60.3,4,1,37.6,Medium,Include in the next scheduled inspection,989
LT-0971,South,12.714066,80.026605,22,ACSR,32.9,4,4,1,3,83.5,22.7,56.4,5,0,37.5,Medium,Include in the next scheduled inspection,990
LT-1729,North,13.117848,80.173277,18,Copper,39.6,9,3,1,13,95.7,30.5,29.4,5,0,37.5,Medium,Include in the next scheduled inspection,991
LT-0017,East,12.989713,80.207466,31,AAC,36.0,3,8,0,22,69.0,6.2,36.8,1,0,37.5,Medium,Include in the next scheduled inspection,992
LT-0538,North,13.120773,80.179318,27,ACSR,59.8,2,3,1,24,51.9,18.7,42.2,3,0,37.5,Medium,Include in the next scheduled inspection,993
LT-1183,North,13.053725,80.158329,5,AAC,37.0,2,10,0,24,108.4,53.8,41.9,3,0,37.4,Medium,Include in the next scheduled inspection,994
LT-1204,West,12.895582,79.936271,29,Copper,35.1,10,9,0,10,95.8,47.3,28.1,0,0,37.4,Medium,Include in the next scheduled inspection,995
LT-0116,Central,12.888433,80.099851,20,ACSR,17.7,8,5,0,12,61.3,22.2,31.8,6,0,37.4,Medium,Include in the next scheduled inspection,996
LT-1687,East,12.916929,80.238778,27,AAC,39.2,5,1,0,21,83.1,6.2,51.4,4,1,37.3,Medium,Include in the next scheduled inspection,997
LT-1652,South,12.73727,80.006213,25,Copper,31.4,8,3,1,26,56.3,7.4,43.5,2,0,37.2,Medium,Include in the next scheduled inspection,998
LT-0260,West,12.939017,79.927802,23,AAC,36.9,5,1,1,9,77.0,26.0,65.2,3,0,37.2,Medium,Include in the next scheduled inspection,999
LT-0891,South,12.702023,80.020676,9,ACSR,30.0,1,5,1,19,101.8,39.5,54.6,5,0,37.1,Medium,Include in the next scheduled inspection,1000
LT-1218,East,12.934169,80.201704,22,Copper,46.5,7,6,1,21,70.9,47.8,40.0,1,0,37.1,Medium,Include in the next scheduled inspection,1001
LT-0085,North,13.080384,80.218267,33,Copper,56.4,5,3,1,2,88.9,14.2,65.5,2,0,37.1,Medium,Include in the next scheduled inspection,1002
LT-0797,North,13.007024,80.108741,18,AAC,51.4,4,8,1,23,76.3,8.4,51.8,2,0,37.0,Medium,Include in the next scheduled inspection,1003
LT-1088,West,12.916739,79.928519,5,ACSR,29.8,7,9,1,34,94.0,24.6,25.6,3,0,37.0,Medium,Include in the next scheduled inspection,1004
LT-0325,Central,12.923547,80.129232,27,ACSR,28.9,3,7,2,10,63.1,10.1,33.6,2,0,36.9,Medium,Include in the next scheduled inspection,1005
LT-0786,South,12.708781,80.017161,22,AAC,17.7,6,1,2,3,98.0,33.8,30.6,4,1,36.9,Medium,Include in the next scheduled inspection,1006
LT-1238,East,12.913011,80.249944,30,ACSR,26.8,4,8,0,26,80.0,21.1,13.2,2,0,36.9,Medium,Include in the next scheduled inspection,1007
LT-0934,West,12.895218,79.991584,13,Copper,38.1,1,7,2,22,75.1,5.2,89.8,2,0,36.9,Medium,Include in the next scheduled inspection,1008
LT-0990,West,12.976612,79.83571,6,ACSR,29.0,2,8,2,10,100.3,57.6,60.4,2,0,36.9,Medium,Include in the next scheduled inspection,1009
LT-1659,South,12.722294,79.99501,32,ACSR,21.2,3,0,1,19,58.4,22.2,50.1,1,0,36.8,Medium,Include in the next scheduled inspection,1010
LT-1284,West,12.98409,79.936561,12,AAC,39.3,10,4,2,18,96.8,30.3,15.6,3,0,36.7,Medium,Include in the next scheduled inspection,1011
LT-1736,West,12.930129,79.941863,33,ACSR,17.4,4,8,0,3,106.9,21.9,27.7,3,0,36.7,Medium,Include in the next scheduled inspection,1012
LT-0349,West,12.922078,80.015621,6,Copper,19.5,4,10,0,24,78.0,39.8,60.4,4,0,36.7,Medium,Include in the next scheduled inspection,1013
LT-1136,South,12.716709,80.029286,20,AAC,39.1,2,2,2,6,73.1,33.7,45.5,6,0,36.7,Medium,Include in the next scheduled inspection,1014
LT-1097,South,12.728519,80.004318,10,ACSR,29.2,3,3,1,31,83.4,51.7,30.5,4,0,36.7,Medium,Include in the next scheduled inspection,1015
LT-1458,East,12.965594,80.222305,14,AAC,29.4,2,9,1,6,111.3,60.7,41.0,2,0,36.7,Medium,Include in the next scheduled inspection,1016
LT-0806,North,13.126485,80.14706,10,ACSR,48.8,3,9,2,27,47.6,13.2,41.7,3,0,36.7,Medium,Include in the next scheduled inspection,1017
LT-0232,East,12.90178,80.272343,17,AAC,28.8,8,5,2,15,84.5,8.9,25.5,4,0,36.7,Medium,Include in the next scheduled inspection,1018
LT-1439,Central,12.947049,80.117712,18,AAC,23.4,7,4,0,18,73.7,64.4,18.4,2,0,36.7,Medium,Include in the next scheduled inspection,1019
LT-0321,Central,12.911881,80.091184,10,ACSR,22.1,4,10,2,21,63.2,3.3,48.2,2,0,36.6,Medium,Include in the next scheduled inspection,1020
LT-1798,South,12.75244,80.019831,24,ACSR,37.0,1,4,2,4,110.0,58.4,18.5,4,1,36.6,Medium,Include in the next scheduled inspection,1021
LT-1617,North,13.059564,80.126523,30,ACSR,46.1,10,1,2,6,67.5,47.4,10.1,2,0,36.5,Medium,Include in the next scheduled inspection,1022
LT-0647,North,13.055585,80.234203,28,AAC,37.2,1,10,0,6,100.1,39.6,35.9,1,0,36.5,Medium,Include in the next scheduled inspection,1023
LT-1044,West,12.930914,79.955991,18,AAC,46.8,2,2,1,36,70.3,13.6,43.8,4,0,36.5,Medium,Include in the next scheduled inspection,1024
LT-0027,East,12.89558,80.207842,11,AAC,40.9,7,9,0,10,100.4,89.3,10.4,5,0,36.5,Medium,Include in the next scheduled inspection,1025
LT-0508,Central,12.926716,80.08635,24,AAC,55.1,2,6,0,34,94.7,14.0,26.4,2,0,36.5,Medium,Include in the next scheduled inspection,1026
LT-1642,North,13.014962,80.139,26,ACSR,51.8,7,4,0,18,90.5,25.6,20.9,5,0,36.5,Medium,Include in the next scheduled inspection,1027
LT-0457,Central,12.972241,80.140299,12,ACSR,49.0,7,5,1,23,93.1,10.3,32.3,4,0,36.5,Medium,Include in the next scheduled inspection,1028
LT-1453,Central,12.890808,80.090571,19,AAC,23.6,4,4,1,9,51.1,29.6,62.5,3,0,36.4,Medium,Include in the next scheduled inspection,1029
LT-0862,West,12.913007,79.942847,10,Copper,39.6,9,4,0,29,100.7,43.3,42.7,4,0,36.4,Medium,Include in the next scheduled inspection,1030
LT-0459,West,12.940486,79.926044,34,ACSR,21.7,1,7,0,17,80.0,3.9,31.8,4,0,36.4,Medium,Include in the next scheduled inspection,1031
LT-1553,South,12.704463,80.041308,4,AAC,35.0,2,9,1,30,79.5,23.5,40.6,5,0,36.4,Medium,Include in the next scheduled inspection,1032
LT-0103,South,12.671106,80.020151,14,AAC,41.9,5,8,2,10,101.1,51.6,27.1,2,0,36.4,Medium,Include in the next scheduled inspection,1033
LT-1387,West,12.948932,79.903508,21,AAC,28.2,4,0,2,14,65.8,12.0,45.1,6,0,36.3,Medium,Include in the next scheduled inspection,1034
LT-0309,South,12.71395,79.981761,18,Copper,29.9,8,4,2,15,65.6,11.7,34.6,6,0,36.3,Medium,Include in the next scheduled inspection,1035
LT-0417,North,13.037419,80.219528,9,AAC,36.1,2,10,0,33,68.5,44.4,43.3,1,0,36.2,Medium,Include in the next scheduled inspection,1036
LT-1051,West,12.872955,79.975397,4,AAC,40.6,3,4,4,25,99.0,43.7,27.3,3,0,36.2,Medium,Include in the next scheduled inspection,1037
LT-1424,South,12.685453,80.04053,15,AAC,19.8,8,2,2,17,84.3,11.5,18.0,6,0,36.2,Medium,Include in the next scheduled inspection,1038
LT-1588,East,12.878611,80.151137,23,AAC,50.4,2,9,0,18,84.0,13.6,47.1,5,0,36.1,Medium,Include in the next scheduled inspection,1039
LT-0634,South,12.65137,80.055112,15,AAC,43.2,10,8,0,10,62.0,16.6,53.6,4,0,36.1,Medium,Include in the next scheduled inspection,1040
LT-0204,North,13.085751,80.144456,34,Copper,29.4,1,10,1,1,43.1,26.6,40.5,4,0,36.0,Medium,Include in the next scheduled inspection,1041
LT-1002,East,12.956255,80.237702,24,ACSR,15.0,8,1,2,15,77.8,25.0,34.3,0,0,36.0,Medium,Include in the next scheduled inspection,1042
LT-0187,South,12.643687,80.042113,21,ACSR,28.2,5,7,0,9,82.2,11.0,49.2,6,0,36.0,Medium,Include in the next scheduled inspection,1043
LT-1336,Central,12.942808,80.041425,26,AAC,51.8,5,1,1,2,73.9,34.4,45.5,5,0,35.9,Medium,Include in the next scheduled inspection,1044
LT-0785,Central,12.92427,80.119262,20,ACSR,18.2,7,4,0,34,74.9,11.9,13.8,3,0,35.9,Medium,Include in the next scheduled inspection,1045
LT-1671,South,12.738378,80.010364,23,Copper,34.6,3,4,1,32,59.9,22.5,24.0,5,0,35.9,Medium,Include in the next scheduled inspection,1046
LT-0014,Central,12.894202,80.1054,11,AAC,30.5,2,10,2,25,38.7,7.4,31.7,5,0,35.8,Medium,Include in the next scheduled inspection,1047
LT-1012,West,12.9689,79.952475,17,Copper,23.8,10,9,1,18,68.8,21.2,43.9,0,0,35.8,Medium,Include in the next scheduled inspection,1048
LT-0670,East,13.003741,80.223903,13,AAC,41.8,7,0,0,23,89.4,54.0,57.4,1,0,35.8,Medium,Include in the next scheduled inspection,1049
LT-1138,East,12.906821,80.205764,30,AAC,34.7,6,8,1,4,67.5,4.6,32.3,4,0,35.7,Medium,Include in the next scheduled inspection,1050
LT-1523,Central,12.89601,80.056006,18,ACSR,51.2,6,0,2,9,98.0,58.0,43.4,2,0,35.7,Medium,Include in the next scheduled inspection,1051
LT-0320,Central,12.908793,80.040689,14,AAC,35.1,9,7,0,10,78.9,29.2,34.9,5,1,35.7,Medium,Include in the next scheduled inspection,1052
LT-0132,Central,12.855358,80.171927,16,ACSR,44.2,7,1,1,22,74.6,19.8,33.5,6,0,35.6,Medium,Include in the next scheduled inspection,1053
LT-0808,North,13.119675,80.083476,6,AAC,46.6,7,1,1,17,73.8,59.4,63.8,2,0,35.6,Medium,Include in the next scheduled inspection,1054
LT-1203,Central,12.978283,80.060879,25,AAC,22.0,6,10,1,5,65.1,19.7,25.1,1,0,35.5,Medium,Include in the next scheduled inspection,1055
LT-0561,North,13.094174,80.194113,29,AAC,37.1,3,2,1,13,61.1,21.6,51.1,1,0,35.5,Medium,Include in the next scheduled inspection,1056
LT-1702,Central,12.902028,80.027939,27,ACSR,45.4,2,5,0,17,92.7,18.9,42.3,4,0,35.5,Medium,Include in the next scheduled inspection,1057
LT-0730,East,12.933749,80.185005,4,ACSR,35.6,4,3,2,28,82.5,14.1,59.1,5,0,35.4,Medium,Include in the next scheduled inspection,1058
LT-1464,South,12.769944,79.992814,6,AAC,47.5,7,6,0,23,101.5,17.4,59.4,3,0,35.4,Medium,Include in the next scheduled inspection,1059
LT-0308,West,12.929184,79.869948,25,AAC,32.3,3,10,0,13,61.5,6.3,36.2,6,0,35.3,Medium,Include in the next scheduled inspection,1060
LT-0216,West,12.943664,79.944713,28,AAC,31.5,2,5,0,30,71.3,16.0,18.7,4,0,35.2,Medium,Include in the next scheduled inspection,1061
LT-0833,South,12.741846,80.075896,8,ACSR,32.2,3,5,1,22,83.9,41.3,44.6,4,0,35.1,Medium,Include in the next scheduled inspection,1062
LT-0592,East,12.982571,80.205933,4,AAC,38.0,4,9,1,23,65.5,37.8,38.6,5,0,35.1,Medium,Include in the next scheduled inspection,1063
LT-1479,East,12.949103,80.158506,2,AAC,27.5,7,9,0,35,114.4,53.1,23.5,1,0,35.1,Medium,Include in the next scheduled inspection,1064
LT-0937,Central,12.8972,80.046056,18,AAC,35.0,3,4,1,26,54.6,12.8,37.8,5,0,35.0,Medium,Include in the next scheduled inspection,1065
LT-0967,Central,12.916288,80.082622,5,AAC,15.0,9,10,0,24,77.8,30.1,29.9,2,1,35.0,Medium,Include in the next scheduled inspection,1066
LT-0610,East,12.969179,80.170184,29,ACSR,32.2,1,2,2,5,82.8,13.0,46.0,5,0,35.0,Medium,Include in the next scheduled inspection,1067
LT-1070,East,12.994475,80.191107,27,ACSR,41.4,10,0,2,1,61.6,3.4,59.3,2,1,35.0,Medium,Include in the next scheduled inspection,1068
LT-0714,Central,12.893864,80.035506,14,AAC,47.0,3,1,2,21,91.3,13.9,54.3,4,0,34.9,Medium,Include in the next scheduled inspection,1069
LT-0169,South,12.678266,80.068545,26,ACSR,35.4,1,3,2,14,70.0,6.0,48.3,4,0,34.9,Medium,Include in the next scheduled inspection,1070
LT-0217,North,13.139381,80.179113,10,AAC,23.8,3,1,1,28,74.6,30.7,40.2,4,1,34.9,Medium,Include in the next scheduled inspection,1071
LT-0121,West,13.003312,79.951379,2,ACSR,33.9,10,9,1,20,69.8,6.3,61.0,2,1,34.9,Medium,Include in the next scheduled inspection,1072
LT-0750,Central,12.96326,80.089086,20,AAC,40.5,5,9,0,11,51.0,8.0,48.5,4,0,34.8,Medium,Include in the next scheduled inspection,1073
LT-0466,West,12.94301,79.882519,29,Copper,38.3,4,8,0,26,79.6,19.2,34.5,2,0,34.8,Medium,Include in the next scheduled inspection,1074
LT-0756,South,12.727567,80.021521,2,AAC,15.0,10,8,1,17,74.4,23.7,35.5,4,1,34.8,Medium,Include in the next scheduled inspection,1075
LT-0910,South,12.706016,80.019579,23,AAC,26.4,1,0,2,26,72.5,11.2,34.5,4,1,34.8,Medium,Include in the next scheduled inspection,1076
LT-0008,West,12.903184,79.978345,6,ACSR,21.8,3,3,1,24,118.6,67.0,45.9,2,0,34.8,Medium,Include in the next scheduled inspection,1077
